reaction_name,reaction_count,reaction_users_count,message,user_id,channel
smile,3,"U03U1HAG9TR,U03UJKJGRAQ,U03UG1Z21JP",<https://media.tenor.com/R91Ds-YGpd8AAAAM/drink-drinks.gif|https://media.tenor.com/R91Ds-YGpd8AAAAM/drink-drinks.gif> <https://media.tenor.com/R91Ds-YGpd8AAAAM/drink-drinks.gif|https://media.tenor.com/R91Ds-YGpd8AAAAM/drink-drinks.gif>,U03UJN29Y4C,all-community-building
exploding_head,3,"U03V785NLSU,U03UG1RTXAP,U03U1HAG9TR","This draw represents my current situation where I am trying to bulid links between the new topics that i am learning right now.
Ps: the black dots are coffee ",U03V6HMRPGQ,all-community-building
rolling_on_the_floor_laughing,3,"U03UG32J3PC,U03UUS0MZCZ,U03UHB8CXDY",I nominate <@U03V785NLSU> for dancing,U03UG4Q7V42,all-community-building
upside_down_face,3,"U03UUR571A5,U03UVHCV6KB,U03UG1RTXAP",:face_with_rolling_eyes::joy:i need more pencil,U03U9EJR362,all-community-building
grin,3,"U03UUR571A5,U03U9EJR362,U03UJKJGRAQ",That's not my hair just my thoughts:grinning:,U03U1HAG9TR,all-community-building
+1,3,"U03UFV7TUTV,U03UJN29Y4C,U03UGB3T3MY","WEEK 1 DAY 2 YOUTUBE LINKS
Stand up : <https://youtu.be/6FnMvJr8k0w>

Tutorial : Data Modelling <https://youtu.be/mEUzml-FRQo>",U03TEPYRM2P,all-broadcast
raised_hands,3,"U03UFV7HFNF,U03U1FNPEUX,U03UHB8CXDY","Thanks to all <@U03TX2VN6H5> and trainee for wealth knowledge and resources you shared. And a special thanks to <@U03UUMR26Q1>, <@U03UFV7HFNF> and <@U03UVHCV6KB> for your good help.",U03UD4FEDHB,all-community-building
white_check_mark,3,"U03U1FNPEUX,U03UFV7TUTV,U03UJN29Y4C","*IMPORTANT NOTICE*
<!channel> As we look forward to the first interim submission deadline tonight, it is imperative to introduce you to *Grade Claim Form* which has been uploaded on Google Classroom. We designed  this form to receive your response if you are not convinced with the grade assigned to you after reviewing your tasks. We implore all trainees to go through the instruction and conditions highlighted in the form and we urge you all not to hesitate to use the form when there is a need. You will always find this form under each week section. Should you have any question about the form, you can reach out to me.",U03TEPYRM2P,all-broadcast
white_check_mark,3,"U03UG4Q7V42,U03UD68RQH3,U03UJN29Y4C","*TUTORIAL REMINDER!!*:timer_clock:  *<!here>* *<@U03TEPYRM2P>* *<@U03UKL27B0R>* *<@U03UP7V9Q57>* 
*Please note that the next session is on in the next 10min*
• *Session:* Data Modeling
• *Time*: From 1:00 AM - 2:00 PM UTC (Login 5 min before the starting time)
• *Platform:* Google meet. <http://meet.google.com/ysb-kjdn-hpp|meet.google.com/ysb-kjdn-hpp>
",U03V1AM5TFA,all-broadcast
+1,3,"U03UFV7TUTV,U03UG1RTXAP,U03U1HAG9TR","Ready for the weekend, Credit to unkown person though, i can't draw this",U03V1AM5TFA,all-community-building
exploding_head,3,"U03UUR571A5,U03UG1RTXAP,U03UG4Q7V42",Brain fog but still smiling cause of CBS,U03V785NLSU,all-community-building
raised_hands,3,"U03UG32J3PC,U03UG0YHAUT,U03UVHCV6KB","*community Building Session REMINDER!*:timer_clock: *<!here>*
*Please note that CBS is on in the next 10min*
• *Session: Grateful Friday!*:innocent:
• *Time*: From 12:00 PM - 12:30 PM UTC
• Platform: SLACK
",U03V1AM5TFA,all-community-building
eyes,3,"U03UVHCV6KB,U03UG5VFN03,U03UFV7HFNF","2. Missing submissions - *It will be a proof that you will unlikely be job-ready after the training or during the job-search phase! So, there is so many negative effects with this. Note that we do evaluate your performances weekly overall.* ",U03T89ACUUW,all-broadcast
raised_hands,3,"U03UUR571A5,U03V785NLSU,U03UJGRN5E0","Special thanks to 10acadamy team, <@U03UJGRN5E0> , <@U03UUR571A5>, <@U03V785NLSU>, <@U03UUP56MDF> and those of you who helped me in this journey",U03UG32J3PC,all-community-building
eyes,3,"U03UVHCV6KB,U03UG5VFN03,U03UFV7HFNF","<!channel> I want to clear these 4 items in thread that we do evaluate in addition to your performances on assignments
1. Attending the standup - *if you are not able to join, please communicate to us ahead of time. We expect everyone to attend the standup. Additionally, attending the standup is one thing but contributing voluntarily makes more impact.*",U03T89ACUUW,all-broadcast
pray,3,"U03UG1Z21JP,U03UG0YHAUT,U03UH397319",Sorry guys! <@U03V1AM5TFA> has run into a power and internet issue. Sorry for this!,U03T89ACUUW,all-community-building
+1,3,"U03UG0YHAUT,U03UFV7HFNF,U03U1FNPEUX","Thank you guys, the CBS ends by here, the next session is Data Modeling",U03V1AM5TFA,all-community-building
partying_face,3,"U03V785NLSU,U03UG4Q7V42,U03U9FWPNCE",Your story is too funny,U03V1AM5TFA,all-community-building
rolling_on_the_floor_laughing,3,"U03UD5B7C3X,U03V5Q9N516,U03UJKJGRAQ","In university, I witnessed two guys physically fighting over a girl who was my friend. Clothes were torn, furniture was broken and they both ended up hurt and alone:pensive:",U03U1HAG9TR,all-community-building
raised_hands,3,"U03UVHCV6KB,U03UG4Q7V42,U03UJKJGRAQ",I was @grade 8,U03UJGRN5E0,all-community-building
heart,3,"U03UVHCV6KB,U03UJKJGRAQ,U03UUN8M4RX",10 Academy,U03UH397319,random
100,3,"U03U9DB7REG,U03UJN29Y4C,U03V6HMRPGQ","I think the best thing to do here is to have your own schedule. Everyone has a different attitude and approach toward things. And therefore the Aluminis advice might not be applicable to some and might be even bottom line impossible for others. And therefore I would like to recommend to you based on my imperceptible wisdom to have your own schedule at the beginning of the week. Take a look at that week's challenge doc. see what we are supposed to deliver (on the deliverables section) and after you understand what we need to complete and by when you then plan out the week. Now I think the most important part about the schedule is following it, you might not complete everything on time, and you might finish some before the allotted time frame ends, But for the unfinished tasks don't waste too much unscheduled time on them, as they will definitely take up the other tasks time. So by planning and following your schedule even if you don't complete everything you might manage to get lots done.

Last but not least, don't forget other areas of your life in the meantime. Everyday balance is very necessary and is definitely, at least for me, what constitutes the good life.

Good luck, and Godspeed!",U03UVHCV6KB,all-week1
slightly_smiling_face,3,"U03UJN29Y4C,U03V6HMRPGQ,U03UH397319","Hello everyone and dear team,
We have plenty tasks that are not really easy to do and not small as well. Any advice about how to successfully manage in this kind of situation will be helpful.
Thanks in advance.",U03UH397319,all-week1
grinning,3,"U03UG1Z21JP,U03UUR571A5,U03V6HMRPGQ",Their birthdays comes with blessings for the team! Happy hirthday! <@U03UG32J3PC> <@U03UG4Q7V42> ,U03V785NLSU,all-community-building
heart,3,"U03UG1Z21JP,U03UG5VFN03,U03UUS0MZCZ","Every days begins with expectations and ends with so many experiences,enjoy every moments of your each day and learn most from it !",U03UHB8CXDY,all-ideas
raised_hands,3,"U03UUR571A5,U03UG0SFHGT,U03U1HAG9TR",,U03U93GNNVB,all-ideas
rolling_on_the_floor_laughing,3,"U03UG32J3PC,U03V785NLSU,U03UG4Q7V42",I just had my first hear cut after waiting 6 month,U03V6HMRPGQ,all-community-building
+1,3,"U03UG4Q7V42,U03U9EJR362,U03UKGSDGSG","If you would like to visualize the missing values in the dataset:
<https://www.kaggle.com/code/residentmario/using-missingno-to-diagnose-data-sparsity/notebook>",U03U1HAG9TR,all-ideas
joy,3,"U03V6HMRPGQ,U03UG32J3PC,U03UJKJGRAQ",<@U03UJKJGRAQ> don't take medical advice from a software engineer :joy: <@U03UG32J3PC> stop it man :smiley:,U03UD68RQH3,all-community-building
raised_hands,3,"U03UG5VFN03,U03UVHCV6KB,U03UJKJGRAQ",:grinning:,U03V1AM5TFA,all-community-building
joy,3,"U03UG4Q7V42,U03UG1Z21JP,U03UG1RTXAP",That was hot :smiley::smiley::smiley::smiley::smiley::smiley:,U03U9FWPNCE,all-community-building
joy,3,"U03U1HAG9TR,U03UD68RQH3,U03UFV7HFNF",<@U03U93GNNVB>,U03UJGP0C68,all-community-building
fire,3,"U03UG32J3PC,U03UD5B7C3X,U03UD4FEDHB",It's very hard to find the winners today but i think <@U03UG4Q7V42> <@U03U1HAG9TR> and <@U03V6HMRPGQ>  deserve today's trophy.,U03V1AM5TFA,all-community-building
+1,3,"U03UJKJGRAQ,U03UYNR4TS4,U03UVHCV6KB",Rema ft Selina Gomez is the killer rn I loved it,U03UG0YHAUT,all-community-building
joy,3,"U03U1J51VFZ,U03U1HAG9TR,U03V785NLSU",4. GitHub :grinning:,U03UFV7HFNF,all-community-building
raised_hands,3,"U03UUR571A5,U03UG0YHAUT,U03UFV7HFNF","A THOUGHT FOR TODAY:
It's said that ""power corrupts"", but actually it's more true that power attracts the corruptible. The sane are usually attracted by other things than power. When they do act, they think of it as service, which has limits. The tyrant, though, seeks mastery, for which he is insatiable, implacable. -David Brin, scientist and science fiction author (b. 6 Oct 1950)",U03U93GNNVB,all-ideas
rolling_on_the_floor_laughing,3,"U03UG32J3PC,U03UG4Q7V42,U03UFV7HFNF","The rest are just laughing at me, <@U03UG4Q7V42> what did i do to you buddy:sunglasses:",U03V1AM5TFA,all-community-building
wave,3,"U03UUR571A5,U03U1FNPEUX,U03UD68RQH3",<!here> LETS JOIN HAND TOGETHER TO CONGRATULATE OUR VERY OWN <@U03U1HAG9TR>,U03V1AM5TFA,all-community-building
joy,3,"U03UD68RQH3,U03U1FNPEUX,U03UUR571A5",Mimi and the mountain dragon ,U03U1FNPEUX,all-community-building
raised_hands,3,"U03V1AM5TFA,U03U1HAG9TR,U03UD5B7C3X",Heisenberg:star-struck:,U03U1FNPEUX,all-community-building
rolling_on_the_floor_laughing,3,"U03U1FNPEUX,U03U1J51VFZ,U03UG4Q7V42","for selfish reasons, i also want magneto's powers. imagine the way there's a chip shortage right now. so much money to be made. gosh",U03UD5B7C3X,all-community-building
rolling_on_the_floor_laughing,3,"U03U1HAG9TR,U03UJGP0C68,U03UD5B7C3X",Wakand for ever,U03V6HMRPGQ,all-community-building
grinning,3,"U03V1AM5TFA,U03U1HAG9TR,U03UFV7HFNF",midas touch but to turn objects into food,U03UD5B7C3X,all-community-building
rolling_on_the_floor_laughing,3,"U03U1FNPEUX,U03UD68RQH3,U03V6HMRPGQ",God was talking to him:pray: that His children are tired .,U03UG1Z21JP,all-community-building
+1,3,"U03U1FNPEUX,U03U9DB7REG,U03UG4Q7V42","@Ada suggested Sam Harris to understand awareness as a soft skill.
Solving Problems -- from the Waking Up app. Click on the link to listen now.

<https://dynamic.wakingup.com/course/44abdb?source=content%20share&amp;share_id=B123A032&amp;pack=PKWAVC|https://dynamic.wakingup.com/course/44abdb?source=content%20share&amp;share_id=B123A032&amp;pack=PKWAVC>",U03V785NLSU,all-ideas
raised_hands,3,"U03V1AM5TFA,U03UG4Q7V42,U03UG32J3PC",bought a new airpod,U03UJGP0C68,all-community-building
raised_hands,3,"U03V5Q9N516,U03U1GHT39V,U03UG32J3PC","This is the flow diagram that we discussed by the end. If you want, you can copy the google drawing or edit it directly through this link.
<https://docs.google.com/drawings/d/1GpaI7YctcR5nC5Oexliww5VfUn0TWd0wvVI9sFVGMyg/edit?usp=sharing>",U03UJKJGRAQ,adludios-challange
raised_hands,3,"U03V1AM5TFA,U03U1FNPEUX,U03UG4Q7V42",I bought a Cappuccino powder yesterday,U03UG32J3PC,all-community-building
smiley,3,"U03V1AM5TFA,U03UFV7HFNF,U03UD68RQH3",,U03UG4Q7V42,all-community-building
grin,3,"U03U1HAG9TR,U03UG4Q7V42,U03UG1Z21JP","I bought glucose, coffee doesn't seem to work anymore.",U03V785NLSU,all-community-building
joy,3,"U03UG4Q7V42,U03UG32J3PC,U03UG0SFHGT",I didn't know there were diagonal word sequences :face_palm:,U03UD68RQH3,all-community-building
+1,3,"U03U9EJR362,U03U9DB7REG,U03UUR571A5",,U03UG32J3PC,random
raised_hands,3,"U03UJGP0C68,U03UAKATQ22,U03U1FNPEUX",u r not the only child to ur parent,U03V5Q9N516,all-community-building
rolling_on_the_floor_laughing,3,"U03UG32J3PC,U03UG0SFHGT,U03UUR571A5",Finaly,U03V1AM5TFA,all-community-building
+1,3,"U03UFV7HFNF,U03UVHCV6KB,U03UD5B7C3X","PCA works only for numerical values. So, make sure to select the numeric columns before calculating the PCA
numeric_df = df.select_dtypes(include=‘float64’)",U03UJGRN5E0,all-week1
raised_hands,3,"U03UG32J3PC,U03UD68RQH3,U03UVHCV6KB",Hello everyone <!channel> <https://docs.google.com/presentation/d/1bc4CFqJqNn5hvixbT7bE7di4guPJkDmu9kmDUxhhi6I/edit?usp=sharing|here>  is copy of the T shaped careers exercise slides,U03U4GULU3Y,all-career-exercises
raised_hands,3,"U03UG1RTXAP,U03U1FNPEUX,U03V5Q9N516","""Shiro""",U03UJH1EQQL,all-community-building
white_check_mark,3,"U03V1AM5TFA,U03U1FNPEUX,U03U1HAG9TR",my favorite is smocha (smokie + chapati) w kachumbari on top,U03UD5B7C3X,all-community-building
beer,3,"U03UUR571A5,U03U1FNPEUX,U03UG0YHAUT",Cheers Bro,U03UG32J3PC,all-community-building
joy,3,"U03UD5B7C3X,U03UFV7HFNF,U03V785NLSU",Shine your teeth,U03UJN29Y4C,all-community-building
raised_hands,3,"U03U1FNPEUX,U03UJKJGRAQ,U03UUR571A5",Birthday boys... <@U03UG4Q7V42> and <@U03UG32J3PC> now you can celebrate,U03UD68RQH3,all-community-building
rolling_on_the_floor_laughing,3,"U03UG32J3PC,U03UG0SFHGT,U03UFV7HFNF",,U03UUR571A5,random
white_check_mark,3,"U03UD68RQH3,U03UG0SFHGT,U03UG32J3PC",this must be a miracle for you two.,U03U1FNPEUX,all-community-building
rolling_on_the_floor_laughing,3,"U03UG32J3PC,U03UG4Q7V42,U03V785NLSU",What kind of magic do they practise?,U03U1HAG9TR,all-community-building
raised_hands,3,"U03UVHCV6KB,U03UD68RQH3,U03UG0YHAUT","A THOUGHT FOR TODAY:
The past is to be respected and acknowledged, but not to be worshipped. It is our future in which we will find our greatness. -Pierre Trudeau, 15th Prime Minister of Canada (18 Oct 1919-2000)",U03U93GNNVB,all-ideas
sweat_smile,3,"U03UH397319,U03UD68RQH3,U03UFV7HFNF",Me looking at these 'drawings',U03UVHCV6KB,all-community-building
worried,3,"U03U1HAG9TR,U03UJKJGRAQ,U03UG32J3PC",<@U03V1AM5TFA> is everything okay? we are worried,U03UG4Q7V42,all-community-building
white_check_mark,3,"U03V1AM5TFA,U03UD4FEDHB,U03UGB3T3MY",<https://www.youtube.com/watch?v=8SteVgiqEuA>,U03UHB8CXDY,all-community-building
raised_hands,3,"U03UG32J3PC,U03UG0YHAUT,U03UG0SFHGT",<!channel> How did we feel about the debate ?,U03TT5KEYCF,all-career-exercises
+1,3,"U03UUMR26Q1,U03U1J51VFZ,U03V61VGQG0","<!here> we can use the below Google doc link to compile our report.
<https://docs.google.com/document/d/1jRyjfam7gLg5EamWFzKF_6cxBOcqdadTfPxmmD6ZmRg/edit>",U03UUP56MDF,kafka_de
raised_hands,3,"U03V1AM5TFA,U03U1HAG9TR,U03UVHCV6KB","1. Funny highschool memory: 
At morning assembly students were supposed to sing the national anthem. One day the principal threatened to punish any student who doesn't sing ... So, as you expect, no student sang the anthem that day. We all had to stand outside for an hour to be scolded for our lack of nationalism..we didn't care because that meant 1 hour less of lessons.",U03UJKJGRAQ,all-community-building
raised_hands,3,"U03UJGP0C68,U03UG4Q7V42,U03UVHCV6KB",<https://www.kaggle.com/code/chemdata/intro-to-time-series-analysis-forecasting>,U03UD5B7C3X,all-resources
raised_hands,3,"U03UUR571A5,U03UJKJGRAQ,U03UJH1EQQL",I am really grateful to know everyone here. Sad it had to end. Goodbye and hope our paths cross again.:heart: <!here>,U03UG4Q7V42,all-community-building
heart_eyes,3,"U03UG4Q7V42,U03UFV7HFNF,U03UG5VFN03","*<!here> Community Building Session REMINDER!*:timer_clock:
*Please note that CBS is on in the next 10min*
• *Session:* Scavenger hunt
• *Time*: From 12:00 PM - 12:30 PM UTC
• *Platform: Gmeet &amp; Slack*
",U03V1AM5TFA,all-community-building
grinning,3,"U03UUR571A5,U03UAKATQ22,U03UVHCV6KB",Sadio Mane,U03UG4Q7V42,all-community-building
white_check_mark,3,"U03UVHCV6KB,U03UFV7HFNF,U03UJKJGRAQ","I think the debate can be prepared on live questions, where the trainee will support or stand against a new topic they will be introduced when the session starts. Some minutes can also be given for preparation.",U03V61VGQG0,all-career-exercises
white_check_mark,3,"U03V1AM5TFA,U03UVHCV6KB,U03UG4Q7V42",Taxi driver,U03U1FNPEUX,all-community-building
rolling_on_the_floor_laughing,3,"U03UG32J3PC,U03UH397319,U03UFV7HFNF",<@U03UG32J3PC> :rolling_on_the_floor_laughing: do you want the contact Hahahahah,U03V1AM5TFA,all-community-building
joy,3,"U03U1HAG9TR,U03UH397319,U03UFV7HFNF",I should have joined in batch 4 :grin:,U03UG32J3PC,all-community-building
joy,3,"U03U1FNPEUX,U03UJGP0C68,U03UG0SFHGT",I heard People from Wolete use their own language :rolling_on_the_floor_laughing:,U03UG32J3PC,all-community-building
pray,3,"U03U1HAG9TR,U03UJKJGRAQ,U03UG32J3PC",<https://forms.gle/ggTVsHfanfKTYJYa7>,U03UJGP0C68,all-week7
rolling_on_the_floor_laughing,3,"U03V61VGQG0,U03U1GHT39V,U03UD5B7C3X","<@U03TT5KEYCF> I think it is <@U03U1GHT39V>'s ""With great power comes great responsiblity"":joy::joy::joy::joy::joy:",U03UG0YHAUT,all-career-exercises
100,3,"U03V1AM5TFA,U03UH397319,U03U1HAG9TR",This morning :grin:,U03UJGP0C68,all-community-building
boom,3,"U03V1AM5TFA,U03UH397319,U03UG32J3PC",This morning :grin:,U03UJGP0C68,all-community-building
joy,3,"U03V6HMRPGQ,U03UG0SFHGT,U03UG32J3PC",Syntax error: no person named amnual at Line1,U03U1FNPEUX,all-community-building
raised_hands,3,"U03UG5VFN03,U03UG0YHAUT,U03UH397319","When you are done with the setup. You can get familiarized with Algorand by making your first transaction.

If you prefer JavaScript follow this guide: <https://developer.algorand.org/docs/sdks/javascript/>
If you prefer Python follow this guide: <https://developer.algorand.org/docs/sdks/python/>",U03U9DB7REG,all-week6
raised_hands,3,"U03V1AM5TFA,U03UHB8CXDY,U03UG1Z21JP",<https://twitter.com/AndenetAlexand2/status/1590030564408848384?s=20&amp;t=sTNE8c11ZPQU2fLFRBRIzQ>,U03UD68RQH3,all-community-building
rolling_on_the_floor_laughing,3,"U03UG4Q7V42,U03U9EJR362,U03UUR571A5",<@U03V6HMRPGQ> is shooting all the bullets hahaha,U03UJGP0C68,all-community-building
raised_hands,3,"U03UVHCV6KB,U03V6HMRPGQ,U03V61VGQG0",":speaker::speaker::speaker::speaker:
*QUICK NOTICE* 
<!channel>
Today’s second technical tutorial has been postponed by an hour. Therefore, the class will duly commence at 2pm UTC. 

We are sorry for the short notice. See you at 2pm. ",U03TEPYRM2P,all-week7
white_check_mark,3,"U03UJGP0C68,U03UG4Q7V42,U03UG32J3PC","And if you have a stressful day 90/30 is great too,
90 minutes deep work,
30 minutes break away from screen, stretching, neck movement, and walk.",U03UUR571A5,all-community-building
joy,3,"U03UJGP0C68,U03U1HAG9TR,U03UUR571A5",<@U03UJGP0C68> lol i was told i was bug eying the hell out of my PC. That was my question too. You cant consciously blink. Just try to subconsciously blink if that makes sense.,U03UG4Q7V42,all-community-building
joy,3,"U03UJGP0C68,U03UUR571A5,U03UG0SFHGT",S2,U03UG0YHAUT,all-community-building
joy,3,"U03V785NLSU,U03U1HAG9TR,U03UUR571A5",My favorite actor? <@U03UUR571A5> You mean Tom Hanks .. Tom Hanks can do what he wants .. I don't mind :heart:,U03UJKJGRAQ,all-community-building
white_check_mark,3,"U03UUR571A5,U03UJGRN5E0,U03U1HAG9TR","If you encounter a bug related to null-safety when you run the flutter template app, use this flag with your fun command: :point_down:
```flutter run --no-sound-null-safety```",U03UD68RQH3,all-week10
eyes,3,"U03UG32J3PC,U03U1HAG9TR,U03UG0YHAUT",<https://en.wikipedia.org/wiki/Murder_of_Kitty_Genovese|Murder of Kitty Genovese - Wikipedia>,U03UUN8M4RX,all-week10
raised_hands,3,"U03UD68RQH3,U03UHB8CXDY,U03UG1Z21JP","hi <@U03TEPYRM2P>, i know today's tutorial session just ended but could we have it uploaded really soon?",U03UD5B7C3X,all-week8
+1,3,"U03U1HAG9TR,U03U1FNPEUX,U03UG1Z21JP",A tutor has been assigned to each group. We will have a meeting with each group later and resolve the issue.,U03UKL27B0R,all-week7
rolling_on_the_floor_laughing,3,"U03U9EJR362,U03UG32J3PC,U03UUR571A5",i see many football analyst here additional to Data analysis skills .,U03UUMR26Q1,all-community-building
grinning,3,"U03V1AM5TFA,U03UG1Z21JP,U03U1HAG9TR",Now I'm struggling putting everything back together :man-facepalming::skin-tone-5: after this hunting game,U03U9FWPNCE,all-community-building
smile,3,"U03UHB8CXDY,U03UFV7HFNF,U03U9EJR362","I hate people who deny reality, I love Petrichor(The smell of the soil after a rain)",U03UUR571A5,all-community-building
thinking_face,3,"U03UVHCV6KB,U03U1HAG9TR,U03UG1Z21JP","*HIGH:* Something _*exciting*_ that happened, you experienced, heard or saw in the previous week.
*LOW:* Something _*not very exciting'*_ that happened, you experienced, heard or saw in the previous week.",U03UUR571A5,all-community-building
raised_hands,3,"U03UG32J3PC,U03U1J51VFZ,U03U1HAG9TR","high: my friend bought me 2 books from my favorite author!
low: i didn't finish rereading them? idk it was a pretty ok week",U03UD5B7C3X,all-community-building
slightly_smiling_face,3,"U03UUR571A5,U03UVHCV6KB,U03UG32J3PC","That would be a good reason for you two to visit harar. I may not be available tho:rolling_on_the_floor_laughing: <@U03UG32J3PC>, <@U03UUR571A5>",U03U1J51VFZ,all-community-building
white_check_mark,3,"U03V1AM5TFA,U03UJGP0C68,U03UG32J3PC",the wolf of wall street,U03V6HMRPGQ,all-community-building
+1,3,"U03UUR571A5,U03UUP56MDF,U03U1J51VFZ",Sure if everybody can join yes we can. lets just confirm with a :+1: if we can.,U03UUR571A5,kafka_de
rolling_on_the_floor_laughing,3,"U03U1HAG9TR,U03UAKATQ22,U03UJKJGRAQ",In Rwanda? ,U03V6HMRPGQ,all-community-building
star-struck,3,"U03U1HAG9TR,U03UG0YHAUT,U03UG5VFN03","I'd love to be Felicity Smoak - Arrow.
cause she is smart in cyber security and all tech staff.",U03U1J51VFZ,all-community-building
smiling_face_with_tear,3,"U03U1HAG9TR,U03UG4Q7V42,U03V785NLSU",I really enjoyed the last 3 months. Wish you the best <!here>.,U03UG32J3PC,all-community-building
white_check_mark,3,"U03UUR571A5,U03U9EJR362,U03U1HAG9TR",Good morning everyone. Welcome to week 7 of 10 Academy Batch 6 Intensive Training.,U03TEPYRM2P,all-week7
rolling_on_the_floor_laughing,3,"U03UJGP0C68,U03UVHCV6KB,U03UD68RQH3","<@U03UJGP0C68> I am having DataScience error :grin::joy::rolling_on_the_floor_laughing:
`DataScience Error [Error: Failed to install the Python Extension.`",U03UUR571A5,all-week7
grinning,3,"U03U1GHT39V,U03UH397319,U03UG0SFHGT",<@U03UH397319> <@U03UG32J3PC> <@U03UG0SFHGT> should preach to us how doing nothing is very important.,U03V785NLSU,all-community-building
sob,3,"U03UUS0MZCZ,U03UG4Q7V42,U03V785NLSU","Dear <!here> and <@U03TX2VN6H5>,
Thank you all for the wonderful 12 weeks. I've learnt and laughed. It's the end of one journey but the beginning of another:hugging_face:",U03U1HAG9TR,all-community-building
rolling_on_the_floor_laughing,3,"U03UG32J3PC,U03UFV7HFNF,U03UVHCV6KB",Charge your damn phone Haylemichael,U03UG4Q7V42,all-community-building
raised_hands,3,"U03V785NLSU,U03UG5VFN03,U03UFV7HFNF",<https://www.linkedin.com/posts/alex-freberg_yesterday-someone-sent-me-their-portfolio-activity-6984120873192472576-iy7T?utm_source=share&amp;utm_medium=member_android|https://www.linkedin.com/posts/alex-freberg_yesterday-someone-sent-me-their-portfolio-activity-6984120873192472576-iy7T?utm_source=share&amp;utm_medium=member_android>,U03UG0YHAUT,all-career-exercises
white_check_mark,3,"U03UG32J3PC,U03U1HAG9TR,U03UG0SFHGT",<@U03UG0SFHGT>'s signature pic,U03UG4Q7V42,all-community-building
joy,3,"U03V6HMRPGQ,U03UVHCV6KB,U03U1HAG9TR",Bro this is a whole entire book,U03UUS0MZCZ,all-community-building
rolling_on_the_floor_laughing,3,"U03U9EJR362,U03V6HMRPGQ,U03UG4Q7V42",You are killing me guys,U03UVHCV6KB,all-community-building
rolling_on_the_floor_laughing,3,"U03UG32J3PC,U03UG0SFHGT,U03UJGP0C68",Haylemicheal,U03UUR571A5,all-community-building
white_check_mark,3,"U03UVHCV6KB,U03UH397319,U03UG0YHAUT",<@U03UVHCV6KB> based on Weekly schedule. I think so too,U03UUS0MZCZ,all-week10
thinking_face,3,"U03UD68RQH3,U03UH397319,U03UG1Z21JP",Is CBS on slack..or gmeet?,U03UJKJGRAQ,all-community-building
grinning,3,"U03V1AM5TFA,U03V785NLSU,U03UG0SFHGT",<@U03V1AM5TFA> can you share your highs and lows?,U03UVHCV6KB,all-community-building
heart,3,"U03UJKJGRAQ,U03V6HMRPGQ,U03UG1Z21JP","And my favorite song currently <@U03UJKJGRAQ> <@U03V6HMRPGQ> 
<https://youtu.be/Kzg_q8IUdXk|https://youtu.be/Kzg_q8IUdXk>",U03UUS0MZCZ,all-community-building
rolling_on_the_floor_laughing,3,"U03UG32J3PC,U03UD68RQH3,U03UG4Q7V42","I wonder if you feed the hyenas just like in the Harari, that might attract some tourists.:grinning: This might add some enjoyable moments here and there.",U03UUR571A5,all-community-building
rolling_on_the_floor_laughing,3,"U03UVHCV6KB,U03UG32J3PC,U03U1FNPEUX",":joy:nah nah bro
I'm just happy you were born in between the two days",U03UJGP0C68,all-community-building
grin,3,"U03UVHCV6KB,U03V785NLSU,U03UJN29Y4C","Dera all,
It was fun while it lasted.

FE.",U03UVHCV6KB,all-community-building
joy,3,"U03V6HMRPGQ,U03UG4Q7V42,U03UVHCV6KB",be a 'half full glass' type of guy....no weekly challenge after today:rolling_on_the_floor_laughing::joy:,U03UJGP0C68,all-community-building
joy,3,"U03V6HMRPGQ,U03UG4Q7V42,U03UUR571A5","CONGS TO
<@U03U1FNPEUX>  <@U03UG4Q7V42> and <@U03V6HMRPGQ>",U03V1AM5TFA,all-community-building
rolling_on_the_floor_laughing,3,"U03TT5KEYCF,U03UJGP0C68,U03UVHCV6KB",at your service Sir,U03TEPYRM2P,all-week10
cry,3,"U03UD68RQH3,U03U1HAG9TR,U03V5Q9N516",So no CBS after today?:sob::sob::sob::sob::sob::sob:,U03UG4Q7V42,all-community-building
rolling_on_the_floor_laughing,3,"U03UG32J3PC,U03UD68RQH3,U03UHB8CXDY",Old one but funny,U03V1AM5TFA,all-community-building
white_check_mark,3,"U03UG1Z21JP,U03UG4Q7V42,U03UD68RQH3","<!channel>
This is a really good thread, better to take a look at all the messages written in this thread!
<https://10academybatch6.slack.com/archives/C044HA7UXS4/p1664433752381399>",U03UVHCV6KB,all-week6
sweat_smile,3,"U03UUR571A5,U03U9EJR362,U03UFV7HFNF",Was that in auto loop and you forget that :grin:,U03UG32J3PC,all-community-building
joy,3,"U03U9FWPNCE,U03UG32J3PC,U03UD68RQH3","This reminds me my childhood, i bet no one knows this game",U03V1AM5TFA,all-community-building
joy,3,"U03UD68RQH3,U03UG4Q7V42,U03UUR571A5",We have also the classiest farm land around us :grin:,U03UG32J3PC,all-community-building
white_check_mark,3,"U03V1AM5TFA,U03UG32J3PC,U03UG0SFHGT",Princess Mononoke,U03U1FNPEUX,all-community-building
white_check_mark,3,"U03UVHCV6KB,U03UG32J3PC,U03UJN29Y4C","<@U03UJN29Y4C> from the writers of Cohere, ""Attention is all you need"":sweat_smile:",U03V785NLSU,all-community-building
raised_hands,3,"U03UD68RQH3,U03UG0YHAUT,U03U1FNPEUX","can you maybe invite, the 10 Academy alumni, one from each tracks? If that's possible.",U03V61VGQG0,all-career-exercises
